MANUFACTURER,MANUFACTURER IMG,Brand,Brand aka,Brand IMG,Line,Cigar,Cigar IMG,Vitola,LENGTH,RG,SHAPE,WRAPPER,BINDER,FILLER,ORIGIN,WRAPPER SHADE,STRENGTH,Box Pressed,Tubo,F/S,TIN,Pack,Barber,Favorite,MSRP,Box MSRP,Box Count,Inventory,Keystone1,Box Cost,Cigar Cost,Net,PRODUCT #,Master Case
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Escurio Gran Perfecto,,Perfecto,5.00,50-61,Perfecto,Ecuador Habano,Brazil Cubra,"Brazil, Dominican Republic",Dominican Republic,EMS,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Escurio Gran Toro,,Toro,5.50,58,Parejo,Ecuador Habano,Brazil Cubra,"Brazil, Dominican Republic",Dominican Republic,EMS,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Escurio Petit Robusto,,Robusto,3.25,50,Parejo,Ecuador Habano,Brazil Cubra,"Brazil, Dominican Republic",Dominican Republic,EMS,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Escurio Robusto,,Robusto,4.50,54,Parejo,Ecuador Habano,Brazil Cubra,"Brazil, Dominican Republic",Dominican Republic,EMS,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Grand Cru No. 2,,Corona Extra,5.63,43,Parejo,"Ecuador, Nicaragua",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Grand Cru No. 3,,Corona,5.06,43,Parejo,"Ecuador, Nicaragua",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Grand Cru No. 4,,Petite Corona,4.63,41,Parejo,"Ecuador, Nicaragua",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Grand Cru No. 5,,Petite Corona,4.00,41,Parejo,"Ecuador, Nicaragua",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Grand Cru Robusto,,Robusto,5.25,52,Parejo,"Ecuador, Nicaragua",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Grand Cru Toro,,Toro,6.00,54,Parejo,"Ecuador, Nicaragua",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Millenium Petit Corona,,Petite Corona,4.50,41,Parejo,Habano,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Millenium Piramides,,Pyramid,6.13,52,Pyramid,Habano,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Millenium Robusto,,Robusto,5.25,50,Parejo,Habano,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Millenium Short Robusto,,Short Robusto,4.25,52,Parejo,Habano,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Millenium Toro,,Toro,6.00,50,Parejo,Habano,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Mini Cigarillos,,Cigarillo,3.43,22,Parejo,Sumatra,Java,"Brazil, Indonesia",Dominican Republic,Natural,Mellow-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,My Father Exclusive Davidoff of Geneva,,,3.50,50,,,,,,,,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Nicaragua Box-Pressed Robusto,,Robusto,5.00,48,Box-Pressed Parejo,Nicaragua Habano Jalapa,Nicaragua Habano Jalapa,"Nicaragua (Esteli Visus, Esteli Ligero, Ometepe Visus, Condega Ligero) ",Nicaragua,EMS,Mellow,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Nicaragua Box-Pressed Toro,,Toro,6.00,52,Box-Pressed Parejo,Nicaragua Habano Jalapa,Nicaragua Habano Jalapa,"Nicaragua (Esteli Visus, Esteli Ligero, Ometepe Visus, Condega Ligero) ",Nicaragua,EMS,Mellow,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Nicaragua Diadema,,Presidente,6.50,50,Presidente,Nicaragua Habano Jalapa,Nicaragua Habano Jalapa,"Nicaragua (Esteli Visus, Esteli Ligero, Ometepe Visus, Condega Ligero) ",Nicaragua,EMS,Mellow,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Nicaragua Robusto,,Robusto,5.00,50,Parejo,Nicaragua Habano Jalapa,Nicaragua Habano Jalapa,"Nicaragua (Esteli Visus, Esteli Ligero, Ometepe Visus, Condega Ligero) ",Nicaragua,EMS,Mellow,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Nicaragua Short Robusto,,Short Robusto,3.75,46,Parejo,Nicaragua Habano Jalapa,Nicaragua Habano Jalapa,"Nicaragua (Esteli Visus, Esteli Ligero, Ometepe Visus, Condega Ligero) ",Nicaragua,EMS,Mellow,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Nicaragua Toro,,Toro,5.50,54,Parejo,Nicaragua Habano Jalapa,Nicaragua Habano Jalapa,"Nicaragua (Esteli Visus, Esteli Ligero, Ometepe Visus, Condega Ligero) ",Nicaragua,EMS,Mellow,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Oro Blanco,,Toro Gordo,6.00,54,Parejo,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,Natural,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Robusto Intenseo,,Robusto,5.13,52,Parejo,Ecuadorian Habano,Dominican Republic (San Vicente Seco),"Dominican Republic (Semilla 254 Visus, Yamasa Visus, Piloto Visus, San Vicente Mejorado Ligero)",Dominican Republic,Natural,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Royal Release Robusto,,Robusto Extra,5.50,55,Parejo,Dominican Aromatica,Ecuadorian Habano,Dominican Republic,"Dominican Republic, Ecuador",Natural,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Royal Release Salomones,,Salomon,8.25,57,Salomon,Dominican Aromatica,Ecuadorian Habano,Dominican Republic,"Dominican Republic, Ecuador",Natural,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Signature 1000 Petit Panetela,,Short Panetela,4.63,34,Parejo,"Ecuador, Connecticut",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Signature 2000 Corona,,Corona,5.06,43,Parejo,"Ecuador, Connecticut",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Signature 6000 Robusto,,Robusto,5.00,48,Parejo,"Ecuador, Connecticut",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Signature Ambassadrice,,Cigarillo,4.50,26,Parejo,"Ecuador, Connecticut",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Signature Exquisitos,,Cigarillo,3.63,22,Parejo,"Ecuador, Connecticut",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Signature No. 2 Panetela,,Panetela,6.00,38,Parejo,"Ecuador, Connecticut",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Signature Petit Corona,,Petite Corona,4.50,41,Parejo,"Ecuador, Connecticut",Dominican Republic,Dominican Republic,Dominican Republic,Natural,Mild-Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Late Hour Churchill,,Churchill,7.00,48,Parejo,Ecuador Marron Oscuro,Mexico (Negro San Andres),"Dominican (San Vicente Mejorado Visus, Piloto Seco & Olor Visus), & Nicaragua (barrel aged Esteli Visus)",Dominican Republic,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Late Hour Robusto,,Robusto,5.00,52,Parejo,Ecuador Marron Oscuro,Mexico (Negro San Andres),"Dominican (San Vicente Mejorado Visus, Piloto Seco & Olor Visus), & Nicaragua (barrel aged Esteli Visus)",Dominican Republic,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Late Hour Toro,,Toro,6.00,54,Parejo,Ecuador Marron Oscuro,Mexico (Negro San Andres),"Dominican (San Vicente Mejorado Visus, Piloto Seco & Olor Visus), & Nicaragua (barrel aged Esteli Visus)",Dominican Republic,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill LE 2021 Toro,,Toro,6.00,52,Parejo,Ecuador,Dominican (Hybrid 257 seco),"Dominican (Piloto Ligero, Hybrid 20-20 seco, San Vicente Mejorado Ligero, San Vicente Visus), & Nicaragua (Esteli Visus)","Dominican Republic, Ecuador, Nicaragua",,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill LE 2022 Perfecto,,Perfecto,5.88,61,Perfecto,Ecuador,Mexico (Negro San Andres seco),"Dominican (Piloto Mejorado Seco, Piloto Seco, San Vicente Mejorado seco, San Vicente Mejorado visus), & Nicaragua (Esteli seco and Condega seco)",Dominican Republic,Maduro,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Belicoso,,Belicoso,4.50,46,Pyramid,Ecuador Rojiza,Mexico (Negro San Andres),"Dominican (Piloto Mejorado Seco, Piloto Seco, Hybrid Olor/Piloto Seco), & Nicaragua (Esteli Seco, Condega Seco)",Dominican Republic,Colorado,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Churchill,,Churchill,6.88,47,Parejo,Ecuador Rojiza,Mexico (Negro San Andres),"Dominican (Piloto Mejorado Seco, Piloto Seco, Hybrid Olor/Piloto Seco), & Nicaragua (Esteli Seco, Condega Seco)",Dominican Republic,Colorado,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Petit Corona,,Petite Corona,4.50,41,Parejo,Ecuador Rojiza,Mexico (Negro San Andres),"Dominican (Piloto Mejorado Seco, Piloto Seco, Hybrid Olor/Piloto Seco), & Nicaragua (Esteli Seco, Condega Seco)",Dominican Republic,Colorado,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Petit Panetela,,Short Panetela,4.00,38,Parejo,Ecuador Rojiza,Mexico (Negro San Andres),"Dominican (Piloto Mejorado Seco, Piloto Seco, Hybrid Olor/Piloto Seco), & Nicaragua (Esteli Seco, Condega Seco)",Dominican Republic,Colorado,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Robusto,,Robusto,5.25,52,Parejo,Ecuador Rojiza,Mexico (Negro San Andres),"Dominican (Piloto Mejorado Seco, Piloto Seco, Hybrid Olor/Piloto Seco), & Nicaragua (Esteli Seco, Condega Seco)",Dominican Republic,,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,,Winston Churchill Toro,,Gordo,6.00,60,Parejo,Ecuador Rojiza,Mexico (Negro San Andres),"Dominican (Piloto Mejorado Seco, Piloto Seco, Hybrid Olor/Piloto Seco), & Nicaragua (Esteli Seco, Condega Seco)",Dominican Republic,,Medium,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,Yamasa,Petit Churchill,,Short Churchill,4.00,48,Parejo,Dominican Republic Yamasa,Dominican Republic Yamasa,"Dominican Republic, Nicaragua (Piloto Visus, San Vincente Mejorado Seco, San Vincente Mejorado Visus, Condega Seco, Esteli Seco)",Dominican Republic,EMS,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,Yamasa,Piramides,,Pyramid,6.13,52,Pyramid,Dominican Republic Yamasa,Dominican Republic Yamasa,"Dominican Republic, Nicaragua (Piloto Visus, San Vincente Mejorado Seco, San Vincente Mejorado Visus, Condega Seco, Esteli Seco)",Dominican Republic,EMS,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,Yamasa,Robusto Tubo,,Robusto,5.00,50,Parejo,Dominican Republic Yamasa,Dominican Republic Yamasa,"Dominican Republic, Nicaragua (Piloto Visus, San Vincente Mejorado Seco, San Vincente Mejorado Visus, Condega Seco, Esteli Seco)",Dominican Republic,EMS,Medium-Full,,,,,,,,,,,,,,,,,
Davidoff,img/icons/manufacturers/davidoff.svg,Davidoff,,img/icons/brands/davidoff.svg,Yamasa,Toro,,Toro,6.00,52,Parejo,Dominican Republic Yamasa,Dominican Republic Yamasa,"Dominican Republic, Nicaragua (Piloto Visus, San Vincente Mejorado Seco, San Vincente Mejorado Visus, Condega Seco, Esteli Seco)",Dominican Republic,EMS,Medium-Full,,,,,,,,,,,,,,,,,
Drew Estate,img/icons/manufacturers/drewestate.svg,Dominicana,,img/icons/brands/dominicana.svg,Dominicana,Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,FS,,,,,11.75,117.50,10,89,13.16,60.78,6.08,7.08,Q-01-87-024,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Dominicana,,img/icons/brands/dominicana.svg,Dominicana,Toro,,Toro,6.00,50,Parejo,,,,,,,,,FS,,,,,12.50,125.00,10,89,13.90,64.50,6.45,7.45,Q-01-87-023,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Dominicana,,img/icons/brands/dominicana.svg,Dominicana,Gordo,,Gordo,6.00,60,Parejo,,,,,,,,,FS,,,,,13.50,135.00,10,89,14.90,69.50,6.95,7.95,Q-01-87-025,30
Drew Estate,img/icons/manufacturers/drewestate.svg,Dominicana,,img/icons/brands/dominicana.svg,Dominicana,Pequena,,Cigarillo,4.00,38,Parejo,,,,,,,,,FS,,,,,6.50,130.00,20,89,7.90,69.00,3.45,4.45,Q-01-87-026,30
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Classico,Allegro Tubo,,Robusto Gordo,5.50,50,Parejo,,,,,,,,Tubo,,,,,,11.26,225.20,20,89,11.26,102.60,5.13,6.13,70026,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Classico,Rothschild,,Rothschild,4.50,50,Parejo,,,,,,,,,,,,,,9.16,229.00,25,89,9.16,102.00,4.08,5.08,72067,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Classico,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,9.66,241.50,25,89,9.66,108.25,4.33,5.33,72064,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Classico,Cetro # 2,,Corona Extra,6.50,44,Parejo,,,,,,,,,,,,,,10.16,254.00,25,89,10.16,114.50,4.58,5.58,72065,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Classico,Toro,,Toro Gordo,6.00,54,Parejo,,,,,,,,,,,,,,10.46,261.50,25,89,10.46,118.25,4.73,5.73,72101,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Classico,Presidente,,Churchill,7.50,50,Parejo,,,,,,,,,,,,,,10.66,266.50,25,89,10.66,120.75,4.83,5.83,72061,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Classico,Corona Grande Tubo,,Corona Gorda,6.50,44,Parejo,,,,,,,,Tubo,,,,,,11.76,294.00,25,89,11.76,134.50,5.38,6.38,72060,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Maduro,Allegro Tubo,,Robusto Gordo,5.50,50,Parejo,,,,,,,,Tubo,,,,,,11.26,225.20,20,89,11.26,102.60,5.13,6.13,72080,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Maduro,Rothschild,,Rothschild,4.50,50,Parejo,,,,,,,,,,,,,,9.16,229.00,25,89,9.16,102.00,4.08,5.08,72068,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Maduro,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,9.66,241.50,25,89,9.66,108.25,4.33,5.33,72063,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Maduro,Presidente,,Churchill,7.50,50,Parejo,,,,,,,,,,,,,,10.66,266.50,25,89,10.66,120.75,4.83,5.83,72062,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Sungrown,Presidente,,Churchill,7.50,50,Parejo,,,,,,,,,,,,,,10.66,266.50,25,89,10.66,120.75,4.83,5.83,72085,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Don Tomas,,img/icons/brands/dontomas.svg,Sungrown,Gigante,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,12.36,309.00,25,89,12.36,142.00,5.68,6.68,72314,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,Short Crystal,,Robusto,5.25,50,Parejo,,,,,,,,Tubo,,,,,,13.82,138.20,10,89,13.82,64.10,6.41,7.41,55362,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,Epicures Maduro,,Robusto,5.25,50,Parejo,,,,,,,,,,,,,,13.50,270.00,20,89,13.50,125.00,6.25,7.25,50124,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,No. III EC,,Toro,6.12,50,Parejo,,,,,,,,,,,,,,14.08,281.60,20,89,14.08,130.80,6.54,7.54,50104,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,No. III Maduro,,Toro,6.12,50,Parejo,,,,,,,,,,,,,,14.08,281.60,20,89,14.08,130.80,6.54,7.54,50105,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,Epicures EC,,Robusto,5.25,50,Parejo,,,,,,,,,,,,,,13.50,270.00,20,89,13.50,125.00,6.25,7.25,50123,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,No. I EC,,Gigante,7.25,54,Parejo,,,,,,,,,,,,,,14.74,294.80,20,89,14.74,137.40,6.87,7.87,50097,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,No. I Maduro,,Gigante,7.25,54,Parejo,,,,,,,,,,,,,,14.74,294.80,20,89,14.74,137.40,6.87,7.87,50098,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,No. II EC,,Churchill,6.75,47,Parejo,,,,,,,,,,,,,,14.20,284.00,20,89,14.20,132.00,6.60,7.60,50102,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,No. II Maduro,,Churchill,6.75,47,Parejo,,,,,,,,,,,,,,14.20,284.00,20,89,14.20,132.00,6.60,7.60,50103,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,No. 660,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,14.54,290.80,20,89,14.54,135.40,6.77,7.77,55325,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur,Black No. 1,,Gigante,7.25,54,Parejo,,,,,Maduro,,,,,,,,,12.72,254.40,20,89,12.72,117.20,5.86,6.86,56116,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur Black,Robusto,,Robusto,5.00,50,Parejo,,,,,Maduro,,,,,,,,,11.72,234.40,20,89,11.72,107.20,5.36,6.36,56114,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur Black,Toro,,Toro,6.00,52,Parejo,,,,,Maduro,,,,,,,,,12.12,242.40,20,89,12.12,111.20,5.56,6.56,56115,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur Cameroon,Lancelot,,Gigante,7.25,54,Parejo,,,,,Colorado Maduro,,,,,,,,,14.52,290.40,20,89,14.52,135.20,6.76,7.76,53170,
General Cigar Co.,img/icons/manufacturers/generalcigarco.svg,Excalibur,,img/icons/brands/excalibur.svg,Excalibur Cameroon,Merlin,,Robusto,5.25,50,Parejo,,,,,Colorado Maduro,,,,,,,,,13.50,270.00,20,89,13.50,125.00,6.25,7.25,53167,
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Sweets,Robusto,,Robusto,5.00,54,Parejo,,,,,,,,,FS,,,,,2.59,51.80,20,89,4.14,31.40,1.57,2.57,Q-02-87-042,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Sweets,Toro,,Toro,6.00,54,Parejo,,,,,,,,,FS,,,,,2.97,59.40,20,89,4.52,35.20,1.76,2.76,Q-02-87-041,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Sweets,Churchill,,Churchill,7.00,52,Parejo,,,,,,,,,FS,,,,,3.27,65.40,20,89,4.82,38.20,1.91,2.91,Q-02-87-043,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Sweets,Belicoso,,Belicoso,6.00,54,Belicoso,,,,,,,,,FS,,,,,3.39,67.80,20,89,4.94,39.40,1.97,2.97,Q-02-87-044,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Maduro,Robusto,,Robusto,5.00,54,Parejo,,,,,,,,,,,,,,2.35,58.75,25,89,3.90,36.25,1.45,2.45,Q-02-87-034,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Shade,Robusto,,Robusto,5.00,54,Parejo,,,,,,,,,,,,,,2.35,58.75,25,89,3.90,36.25,1.45,2.45,Q-02-87-030,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Sungrown,Robusto,,Robusto,5.00,54,Parejo,,,,,,,,,,,,,,2.35,58.75,25,89,3.90,36.25,1.45,2.45,Q-02-87-038,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Maduro,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,2.55,63.75,25,89,4.10,38.75,1.55,2.55,Q-02-87-033,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Shade,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,2.55,63.75,25,89,4.10,38.75,1.55,2.55,Q-02-87-029,40
Drew Estate,img/icons/manufacturers/drewestate.svg,Factory Smokes,,img/icons/brands/factorysmokes.svg,Sungrown,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,2.55,63.75,25,89,4.10,38.75,1.55,2.55,Q-02-87-037,40
